name,mean_month,flowering_cat,Genus,SpeciesSubSpecies,latitude,longitude,HabitatType,State,County,RecordYear,DateIdentified,quarter
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0086325,-116.8159631,"Invaded, Wetland, Grassland",Idaho,Payette,2017,2017-06-22,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0087713,-116.8157634,"Invaded, Wetland, Grassland",Idaho,Payette,2017,2017-06-22,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0087534,-116.815558,"Invaded, Wetland, Grassland",Idaho,Payette,2017,2017-06-22,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0088562,-116.8156418,"Invaded, Wetland, Grassland",Idaho,Payette,2017,2017-06-22,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0089193,-116.8157447,"Invaded, Wetland, Grassland",Idaho,Payette,2017,2017-06-22,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0095552,-116.8156826,"Invaded, Wetland, Grassland",Idaho,Payette,2017,2017-06-22,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0091873,-116.8159887,"Invaded, Wetland, Grassland",Idaho,Payette,2017,2017-06-22,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0092103,-116.8162605,"Invaded, Wetland, Grassland",Idaho,Payette,2017,2017-06-22,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0098447,-116.8162781,"Invaded, Wetland, Grassland",Idaho,Payette,2017,2017-06-22,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0105407,-116.8158768,"Invaded, Wetland, Grassland",Idaho,Payette,2017,2017-06-22,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0106651,-116.8160697,"Invaded, Wetland, Grassland",Idaho,Payette,2017,2017-06-22,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0106571,-116.8171186,"Invaded, Wetland, Grassland",Idaho,Payette,2017,2017-06-22,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0098084,-116.8174747,"Invaded, Wetland, Grassland",Idaho,Payette,2017,2017-06-22,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.009702,-116.8173828,"Invaded, Wetland, Grassland",Idaho,Payette,2017,2017-06-22,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.8688596,-116.5678645,"Roadside, Invaded, Irrigation ditch, Grassland",Idaho,Gem,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.8688249,-116.567716,"Roadside, Invaded, Irrigation ditch, Grassland",Idaho,Gem,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.8685707,-116.5676261,"Roadside, Invaded, Irrigation ditch, Grassland",Idaho,Gem,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.8679172,-116.5673734,"Roadside, Invaded, Irrigation ditch, Grassland",Idaho,Gem,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.8684486,-116.564221,"Irrigation ditch, Roadside, Invaded, Grassland",Idaho,Gem,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.8684258,-116.5622759,"Roadside, Invaded, Irrigation ditch, Grassland",Idaho,Gem,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.8684406,-116.561697,"Roadside, Invaded, Irrigation ditch, Grassland",Idaho,Gem,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.8684389,-116.5607907,"Roadside, Invaded, Irrigation ditch, Grassland",Idaho,Gem,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.8684372,-116.5599285,"Roadside, Invaded, Irrigation ditch, Grassland",Idaho,Gem,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.8684162,-116.558186,"Roadside, Invaded, Irrigation ditch, Grassland",Idaho,Gem,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.8684355,-116.5574007,"Roadside, Invaded, Irrigation ditch, Grassland",Idaho,Gem,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.8684933,-116.5572282,"Roadside, Invaded, Irrigation ditch, Grassland",Idaho,Gem,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.8683824,-116.5551308,"Roadside, Invaded, Irrigation ditch, Grassland",Idaho,Gem,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.8683738,-116.5541562,"Roadside, Invaded, Irrigation ditch, Grassland",Idaho,Gem,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.8694904,-116.5478712,"Roadside, Invaded, Irrigation ditch, Grassland",Idaho,Gem,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.8696619,-116.5531829,"Roadside, Invaded, Irrigation ditch, Grassland",Idaho,Gem,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.8685211,-116.5598828,"Roadside, Invaded, Irrigation ditch, Grassland",Idaho,Gem,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.8684673,-116.559478,"Roadside, Invaded, Irrigation ditch, Grassland",Idaho,Gem,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.8690794,-116.5495884,"Roadside, Invaded, Irrigation ditch, Grassland",Idaho,Gem,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0086065,-116.8148621,"Invaded, Wetland, Grassland",Idaho,Payette,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0087171,-116.8148399,"Invaded, Wetland, Grassland",Idaho,Payette,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0088206,-116.8150697,"Invaded, Wetland, Grassland",Idaho,Payette,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0088732,-116.8150516,"Invaded, Wetland, Grassland",Idaho,Payette,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0088134,-116.8149163,"Invaded, Wetland, Grassland",Idaho,Payette,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0088008,-116.8147577,"Invaded, Wetland, Grassland",Idaho,Payette,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0088523,-116.8147235,"Invaded, Wetland, Grassland",Idaho,Payette,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0089193,-116.8146857,"Wetland, Grassland, Invaded",Idaho,Payette,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0090307,-116.8145821,"Grassland, Wetland, Invaded",Idaho,Payette,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.009063,-116.8145984,"Invaded, Grassland, Wetland",Idaho,Payette,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0090642,-116.8145404,"Invaded, Wetland, Grassland",Idaho,Payette,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0089248,-116.8144313,"Invaded, Wetland, Grassland",Idaho,Payette,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0090195,-116.8143801,"Invaded, Wetland, Grassland",Idaho,Payette,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0090826,-116.8144387,"Invaded, Grassland, Wetland",Idaho,Payette,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0091918,-116.8144592,"Invaded, Wetland, Grassland",Idaho,Payette,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0093368,-116.8144763,"Wetland, Invaded, Grassland",Idaho,Payette,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0092194,-116.8143158,"Invaded, Wetland, Grassland",Idaho,Payette,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0092066,-116.8142426,"Invaded, Wetland, Grassland",Idaho,Payette,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0091329,-116.8141029,"Grassland, Invaded, Wetland",Idaho,Payette,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0089069,-116.8139371,"Wetland, Invaded, Grassland",Idaho,Payette,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0088384,-116.8139219,"Invaded, Wetland, Grassland",Idaho,Payette,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0087895,-116.8138436,"Wetland, Invaded, Grassland",Idaho,Payette,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0088439,-116.8138051,"Invaded, Wetland, Grassland",Idaho,Payette,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0088229,-116.8137077,"Invaded, Grassland, Wetland",Idaho,Payette,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0089526,-116.8137372,"Grassland, Invaded, Wetland",Idaho,Payette,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0090533,-116.8138414,"Invaded, Grassland, Wetland",Idaho,Payette,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0091318,-116.8137299,"Invaded, Wetland, Grassland",Idaho,Payette,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.008973,-116.8135787,"Wetland, Invaded, Grassland",Idaho,Payette,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0089147,-116.8134892,"Wetland, Invaded, Grassland",Idaho,Payette,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0091693,-116.8134008,"Invaded, Grassland, Wetland",Idaho,Payette,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.009294,-116.8133798,"Grassland, Wetland, Invaded",Idaho,Payette,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0090901,-116.8132546,"Invaded, Grassland, Wetland",Idaho,Payette,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0090635,-116.8131316,"Invaded, Grassland, Wetland",Idaho,Payette,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0087787,-116.8131702,"Invaded, Wetland, Grassland",Idaho,Payette,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0088089,-116.8131037,"Invaded, Grassland, Wetland",Idaho,Payette,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0087127,-116.8134518,"Grassland, Invaded, Wetland",Idaho,Payette,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0086337,-116.8134829,"Grassland, Wetland, Invaded",Idaho,Payette,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0084541,-116.813495,"Invaded, Grassland, Wetland",Idaho,Payette,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0091057,-116.8128766,"Grassland, Wetland, Invaded",Idaho,Payette,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0086062,-116.8126971,"Grassland, Wetland, Invaded",Idaho,Payette,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0084442,-116.8122215,"Wetland, Invaded, Grassland",Idaho,Payette,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0084207,-116.8121275,"Wetland, Invaded, Grassland",Idaho,Payette,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0082786,-116.8122169,"Wetland, Invaded, Grassland",Idaho,Payette,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0083176,-116.812454,"Wetland, Invaded, Grassland",Idaho,Payette,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.00838,-116.8124993,"Wetland, Invaded, Grassland",Idaho,Payette,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,44.0084063,-116.8127341,"Wetland, Invaded, Grassland",Idaho,Payette,2017,2017-06-20,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9905429,-116.8012295,"Wetland, Invaded, Grassland",Idaho,Payette,2017,2017-06-19,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9903503,-116.8012933,"Wetland, Invaded, Grassland",Idaho,Payette,2017,2017-06-19,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9902184,-116.8012552,"Wetland, Invaded, Grassland",Idaho,Payette,2017,2017-06-19,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9902611,-116.8015143,"Grassland, Invaded, Wetland",Idaho,Payette,2017,2017-06-19,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9893404,-116.8008312,"Invaded, Wetland, Grassland",Idaho,Payette,2017,2017-06-19,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9891468,-116.8008109,"Invaded, Wetland, Grassland",Idaho,Payette,2017,2017-06-19,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9890523,-116.8009122,"Wetland, Invaded, Grassland",Idaho,Payette,2017,2017-06-19,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9889857,-116.8012106,"Wetland, Invaded, Grassland",Idaho,Payette,2017,2017-06-19,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9889665,-116.8016754,"Wetland, Invaded, Grassland",Idaho,Payette,2017,2017-06-19,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9895968,-116.8029394,"Wetland, Invaded, Grassland",Idaho,Payette,2017,2017-06-19,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9894284,-116.8028175,"Wetland, Invaded, Grassland",Idaho,Payette,2017,2017-06-19,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9891057,-116.8028093,"Wetland, Invaded, Grassland",Idaho,Payette,2017,2017-06-19,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9891619,-116.8031066,"Wetland, Invaded, Grassland",Idaho,Payette,2017,2017-06-19,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9893065,-116.8032508,"Wetland, Invaded, Grassland",Idaho,Payette,2017,2017-06-19,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9896627,-116.8034718,"Wetland, Invaded, Grassland",Idaho,Payette,2017,2017-06-19,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9897084,-116.8035456,"Wetland, Invaded, Grassland",Idaho,Payette,2017,2017-06-19,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.989901,-116.8034976,"Grassland, Invaded, Wetland",Idaho,Payette,2017,2017-06-19,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9908342,-116.8033779,"Invaded, Wetland, Grassland",Idaho,Payette,2017,2017-06-19,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9915519,-116.8029119,"Wetland, Grassland, Invaded",Idaho,Payette,2017,2017-06-19,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9915387,-116.802886,"Grassland, Wetland, Invaded",Idaho,Payette,2017,2017-06-19,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9921751,-116.8031036,"Invaded, Wetland, Grassland",Idaho,Payette,2017,2017-06-19,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9922056,-116.8030255,"Invaded, Wetland, Grassland",Idaho,Payette,2017,2017-06-19,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9922232,-116.8029694,"Grassland, Wetland, Invaded",Idaho,Payette,2017,2017-06-19,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9921489,-116.8027389,"Invaded, Wetland, Grassland",Idaho,Payette,2017,2017-06-19,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9921538,-116.8025923,"Grassland, Invaded, Wetland",Idaho,Payette,2017,2017-06-19,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9921305,-116.8025361,"Wetland, Grassland, Invaded",Idaho,Payette,2017,2017-06-19,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9919712,-116.8022378,"Invaded, Grassland, Wetland",Idaho,Payette,2017,2017-06-19,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9917752,-116.801834,"Invaded, Grassland, Wetland",Idaho,Payette,2017,2017-06-19,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9906057,-116.8015577,"Grassland, Invaded, Wetland",Idaho,Payette,2017,2017-06-19,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9906612,-116.8023294,"Grassland, Invaded, Wetland",Idaho,Payette,2017,2017-06-19,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9905232,-116.8021344,"Grassland, Invaded, Wetland",Idaho,Payette,2017,2017-06-19,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9917643,-116.7997024,"Wetland, Grassland, Invaded",Idaho,Payette,2017,2017-06-19,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9920328,-116.7998724,"Grassland, Wetland, Invaded",Idaho,Payette,2017,2017-06-19,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9321703,-116.3303008,"Wetland, Grassland, Invaded",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9320121,-116.3303567,"Grassland, Wetland, Invaded",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9317355,-116.3302676,"Invaded, Wetland, Grassland",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9315334,-116.3301524,"Invaded, Wetland, Grassland",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9314878,-116.3302928,"Wetland, Invaded, Grassland",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9314248,-116.3303121,"Invaded, Wetland, Grassland",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9313226,-116.3306492,"Invaded, Grassland, Wetland",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9313072,-116.3303672,"Grassland, Wetland, Invaded",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9310709,-116.330425,"Grassland, Invaded, Wetland",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9311062,-116.330522,"Invaded, Wetland, Grassland",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9311767,-116.3308153,"Grassland, Wetland, Invaded",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9306887,-116.3303023,"Invaded, Wetland, Grassland",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9305666,-116.3303886,"Grassland, Wetland, Invaded",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9306121,-116.3293552,"Wetland, Invaded, Grassland",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.930899,-116.329809,"Wetland, Invaded, Grassland",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9310093,-116.3299695,"Grassland, Wetland, Invaded",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9311827,-116.3300231,"Wetland, Grassland, Invaded",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9310344,-116.3296678,"Wetland, Grassland, Invaded",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9310039,-116.3294603,"Wetland, Invaded, Grassland",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9310206,-116.3292933,"Wetland, Invaded, Grassland",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9312427,-116.3292016,"Grassland, Invaded, Wetland",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9311652,-116.3288208,"Wetland, Grassland, Invaded",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9312968,-116.3286654,"Invaded, Grassland, Wetland",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9314032,-116.3288276,"Invaded, Wetland, Grassland",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9316333,-116.3291353,"Grassland, Invaded, Wetland",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9317665,-116.3290757,"Wetland, Invaded, Grassland",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9320886,-116.3290397,"Wetland, Grassland, Invaded",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9321421,-116.328877,"Invaded, Grassland, Wetland",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9321577,-116.3289657,"Grassland, Wetland, Invaded",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9323357,-116.3290577,"Invaded, Grassland, Wetland",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9325879,-116.3289136,"Wetland, Invaded, Grassland",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9331965,-116.3286586,"Grassland, Wetland, Invaded",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9332298,-116.3262971,"Grassland, Wetland, Invaded",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9332266,-116.326103,"Invaded, Grassland, Wetland",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9333325,-116.3260028,"Invaded, Wetland, Grassland",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9334304,-116.3258608,"Invaded, Grassland, Wetland",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.93295,-116.3251626,"Grassland, Invaded, Wetland",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9330425,-116.3251599,"Wetland, Grassland, Invaded",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9331755,-116.3250867,"Grassland, Wetland, Invaded",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9333165,-116.3250576,"Invaded, Wetland, Grassland",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.933267,-116.3250109,"Wetland, Invaded, Grassland",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9332082,-116.3248695,"Wetland, Grassland, Invaded",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9332904,-116.3248311,"Wetland, Invaded, Grassland",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9334567,-116.3246643,"Grassland, Invaded, Wetland",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.933317,-116.3246492,"Grassland, Invaded, Wetland",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9331247,-116.3245036,"Grassland, Wetland, Invaded",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9329445,-116.3247365,"Grassland, Wetland, Invaded",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9325671,-116.3247069,"Grassland, Invaded, Wetland",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9324919,-116.3249683,"Grassland, Invaded, Wetland",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9322873,-116.3251896,"Invaded, Wetland, Grassland",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9316998,-116.3251668,"Wetland, Grassland, Invaded",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9318601,-116.3265022,"Grassland, Wetland, Invaded",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9319411,-116.3269848,"Grassland, Wetland, Invaded",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9319572,-116.3269243,"Invaded, Wetland, Grassland",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9314992,-116.3281275,"Invaded, Wetland, Grassland",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9314478,-116.3280526,"Grassland, Invaded, Wetland",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9314511,-116.3284018,"Invaded, Grassland, Wetland",Idaho,Gem,2017,2017-06-16,2
Asclepias speciosa,6.468029350104822,early,Asclepias,speciosa,43.9314715,-116.3283743,"Invaded, Grassland, Wetland",Idaho,Gem,2017,2017-06-16,2
